Name,Nummer
"Alpnach Dorf, Hofmättelikreuz",8581164
"Trogen, Oberstall",8581207
"Riedstätt, ob dem Wald",8571668
Boswil-Bünzen,8502214
"Stans, Kreuzstrasse",8508713
"Emmenbrücke Kapf, Bahnhof",8577237
"Tübach, Schulstrasse",8580866
"Sevelen, Rietli",8580882
"Niederwangen, Meriedweg",8590106
"Aarau, Berufsschule",8590134
"Bern Wankdorf, Bahnhof",8590129
"Baden, Römerstrasse",8590187
"Buchs AG, Alterszentrum",8590207
"Frutigen, Achere",8576368
Corviglia (Bergstation),8509272
"Crans-Montana, Pas de l'Ours",8570818
"Innertkirchen, Wiler",8571597
"Wichtrach, Bahnhof",8571625
La Sarraz,8501108
Urdorf,8502220
"Wangen SZ, Löwenfeld",8503715
"Wileroltigen, Kindergarten",8583438
"Claro, Scubiago",8502623
"Olten, Höhenstrasse Ost",8502604
"Neuenegg, Louelemoos",8588125
"Oberembrach, Dorf",8506898
Lauterbrunnen,8507384
"Münsingen, Walke",8578955
"Orselina, Clinica S. Croce",8578983
"Orselina, ai Gerbi",8578990
"Baden, Grand Casino",8590174
"Baden, Rütistrasse",8590189
"Baden, Liebenfels",8590179
"Aarau, Wöschnauring",8590159
"Baden, Freihof",8590172
"Aarau, Wasserfluhweg",8590158
"Baden, Belvédère",8590167
"Pambio-Noranco, Igia",8502465
"Ammerswil AG, Kirche",8590162
"Agra, Bivio",8583478
"Le Locle, douane marchandises",8583766
"Aarau, Hirslanden Klinik",8590147
"Sins, Freudenberger Wegkreuz",8587783
"Baden, Föhrenweg",8590171
"Baden, St. Ursus",8590195
"Baden, Eichtal",8590170
"Bazenheid, Ochsen",8587778
"Sins, Küfermatt",8587787
Rupperswil Ost,8515424
Rüfenacht BE (Verzw),8510283
Le Creux,8504313
"Lostorf, Mahren",8502634
"Claro, Cassero",8502627
Kindhausen AG,8587018
"Manno, Uovo di Manno",8575333
"Sagno, alla Madonnina",8575650
"Orselina, Case di sotto",8578984
"Rothenfluh, Säge",8572294
"Wolfhalden, Luchten",8574084
"Loco, Paese",8505914
"Walzenhausen, Güetli",8574101
"Walzenhausen, Gaismoos",8574106
"Feusisberg, Kreuzstrasse",8573811
"Confignon, mairie",8587051
"Brienzerberg, Teiffental",8587023
"Claro, San Nazzaro",8502625
"Claro, Bivio Ponton",8502626
"Oberriet SG, Sekundarschule",8587488
"Münchwilen AG, Dell",8581530
"Niedermuhlern, Käserei",8571422
"Rüeggisberg, Than",8571402
"Aarau, Binzenhofstrasse",8590135
"Aarau, Wallerplatz",8590157
"Baden, Obere Kehlstrasse",8590183
"Münsingen, Erlenau",8578973
"Gordola, Nord",8578948
"Locarno, Chiesa S. Antonio",8578974
"Baden, Ruschebach",8578672
"Baden, Rüteli",8590188
"Adliswil, Feldblumenstrasse",8590469
"Bergdietikon, Dünni",8590203
"Bergdietikon, Baltenschwil",8590200
"Toffen, Breitlohn",8571429
"Gordola, Gaggiole",8578949
"Contra, Diga",8578969
"Dicken b Dgh, Schwindel",8581735
"Niouc, Les Saints Innocents",8582218
"Les Brenets, centre sportif",8582536
"Wilderswil, Oberland Shopping",8582566
"Soazza, Boffalora",8575238
"Basel, St. Jakob",8588943
"Obstalden, Bödeli",8573896
"Niederhelfenschwil, Waldhof",8573920
"Oberuzwil, Schützenhaus",8573942
"Dägerlen, Lindenhof",8573700
"La Chaux-de-Fonds, Grand-Pont",8587361
"Hochdorf, Oberstufenzentrum",8587716
"Bronschhofen, Würe",8587755
"Epalinges, Lion d'Or",8587546
"Frauenfeld, Langdorf",8506628
"Felben, Löwen",8506706
"Baden, Trafo",8590197
"Baden, Schlossbergplatz",8590192
"Adliswil, Friedhof",8590470
"Bergdietikon, Bergli",8590201
"St. Margrethen SG,Schäflisberg",8574108
"Biel/Bienne, Zollhaus/Octroi",8587624
"Biel/Bienne, Rolex",8587626
"Merlischachen, Dorf",8587642
"Klosters, Täschi",8582867
"Aeschiried, Staldeweid",8582875
"Lyss, Dreihubel",8583039
"Frauenfeld, Huben",8583337
"Minusio, S. Martino",8578959
"Frauenfeld, Buebenweg",8583324
"Scheuren, Schulhaus",8587608
"Biel/Bienne, Neumarkt/Marché-Neuf",8587620
"Au ZH, Naglikonerweg",8590497
"Au ZH, Seeguet",8590499
"Adliswil, Zopf",8590479
"Adliswil, Schulhaus Kopfholz",8590482
"Dietikon, Silbern",8590528
"Vaduz, Jägerweg",8508148
"Hinwil, Hinwil Center West",8587939
"Fischenthal, Bahnhof",8587933
"Gossau ZH, Moos",8587937
"Unterschächen, Hältikehr",8583352
"Cumbel, Vitget Cuschnaus",8583362
"Willisau, Mohrenplatz",8583232
"Willisau, Geissburg",8583234
"Münsingen, PZM",8578954
"Dietikon, Hätschen",8590516
"Dietlikon, Industriestrasse",8590545
"Au ZH, Aubrücke",8590491
"Dübendorf, Grüzenstrasse",8590563
"Dietikon, Birmensdorferstrasse",8590512
"Au ZH, Unter Ort",8590502
"Dietikon, Hagackerstrasse",8590515
"Corcelles-près-Payerne, vill.",8504037
"Entlebuch, Zeug",8579702
"Turgi, Sitten",8578673
"Münsingen, Schöneggweg",8578945
"Orselina, Chiesa",8578985
"Brione s. Minusio, Albaredo",8578962
"Locarno, Villa India",8578976
"Minusio, Bivio Via Frizzi",8578958
"Glis, Klosmatten",8578684
"Choëx, Fin de Choëx",8579037
"Münsingen, Chäsi",8579026
"Dietikon, Hofacker",8590517
"Au ZH, Strandbad",8590501
"Dietikon, Lerzen",8590519
"Dietikon, Sommerau",8590529
"Heiden, Bissau",8574123
"Mohren, Grütli",8574142
"Dübendorf, Unterdorf",8590591
"Dübendorf, Schwimmbad",8590586
Klewenalp,8508496
"Engelberg, Vorderstockli",8502932
"Schönenberg ZH, Tanne",8502954
"Dübendorf, Glärnischstrasse",8590562
"Uerkheim, Oberdorf",8502587
"Engelberg, Zelgli",8502927
Engeloch VS,8505711
"Rüeggisberg, Mättiwil",8571404
"Gryon, Bois-Gentil",8511121
"Grüsch, Arälja",8511353
"Conthey, Cave Provins",8570711
"Gossliwil, Dorf",8571486
"Güttingen, Schulhaus",8502629
"Vevey, Ateliers",8502635
"Elsau, Melcher",8502600
"Engelberg, Belmont",8502935
"Engelberg, Sunnmatt",8502922
"Obfelden, Unterlunnern",8502960
"Eggenwil, Dorfplatz",8502982
"Baden, Badener Tor",8502983
"Altstätten SG, Spital/Heime",8574145
"Thun, Schorendörfli",8587879
"Thun, Scherzligen/Schadau",8587872
Tschamerie,8587826
"Oberburg, Post",8587820
"Ebikon, Falken",8577154
"Zug, Oberallmend",8587280
"Termen, Feldgraben",8571191
"St. Niklaus VS, Riedacker",8501958
Zürich HB,8503000
"Dübendorf, Sonnenberg",8590587
"Dietikon, Weidstrasse",8590536
"Pratteln, Münchacker",8588163
"Biel/Bienne, Centre Boujean",8587898
"Samnaun-Ravaisch, Bergbahnen",8583630
"Baulmes, Cul de Villars",8584515
"Evionnaz, grande salle",8587607
"Sursee, Park",8572961
"Horgen, Ebnetstrasse",8573556
"Choëx, Croix du Têt",8579036
"Hermiswil, Brücke",8587597
"Tägertschi, Dorf",8588257
"Dübendorf, Schossacher",8590584
"Dübendorf, Gfenn",8590559
"Dübendorf, Im Grund",8590568
"Dietlikon, Brandbachstrasse",8590540
"Dübendorf, Sonnental",8590588
"Dübendorf, Alterszentrum",8590547
"Dübendorf, Heidenrietstrasse",8590565
"Dübendorf, Lindenplatz",8590575
"Dübendorf, Högler",8590567
"Rotkreuz, Langmatt",8587590
"Pieterlen, Gemeindehaus",8587629
"Yverdon-les-Bains, patinoire",8507265
"Riemenstalden, alte Post",8573137
"Delémont, rue de l'Avenir",8510377
"Dübendorf, Stadthaus",8590589
"Dübendorf, City Center",8590554
"Dübendorf, Neugut Süd",8590579
"Dübendorf, Claridenstrasse",8590555
"Dübendorf, Innovationspark",8590556
Fangboden,8518279
"Unterschächen, Post",8505774
"Herisau, Sportzentrum",8590342
"Düdingen, Staumauer/Camping",8570537
"Herisau, Ebnet",8590340
"Dübendorf, Ringstrasse",8590582
"Emmenbrücke, Schwanderhofstr.",8590373
"Neuheim, Baarburgrank",8588245
"Zizers, Tennishalle",8570814
"Lausanne, Entre-Bois",8595004
"Wohlen AG, Sonnezyt",8502999
"Emmenbrücke, Listrig",8590372
"Emmenbrücke, Benziwil Ost",8590391
"Herisau, Gemeindehaus",8590356
"Herisau, Tüfenau",8590352
"Herisau, Obermoosberg",8590343
"Herisau, Egg",8590361
"Emmenbrücke, Alp",8590377
"Herisau, Ufem Berg",8590345
"Bern, Brunnadernstrasse",8507061
"Trevano, Centro Studi",8578996
"Choëx, Outre-Vièze",8579041
"Hombrechtikon, Eichberg",8575967
"Brugg AG, Brücke",8500550
"Choëx, Champian",8579042
"Dulliken, Zentrum",8590411
"Emmen, Hasli",8590367
"Thun, Untere Wart",8590399
"Heiden, Waldegg Heiden",8574079
"Nendeln, Tonwarenfabrik",8574344
"Teufen AR, Schönenbühl",8574065
"Hirzel, Vorderi Siten",8507445
"Belp, Käsereistrasse",8588265
"Meilen, Tobel",8588032
"Emmenbrücke, Untere Wiese",8590379
"Herisau, Talweg",8590338
"Herisau, Huebstrasse",8590350
"Herisau, Post/Casino",8590346
"Dübendorf, Raubbühl",8590581
"Emmenbrücke, Erlenmatte",8590381
"Dulliken, Alte Gemeindekanzlei",8590404
"Stäfa, Frohberg",8590447
"Emmenbrücke, Schönbühl",8590385
"Belp, Holiebi",8588264
"Konolfingen, Bahnhof",8588253
"Niedergösgen, Kraftwerk",8590413
"Emmenbrücke, Ober Gersag",8590388
"Olten, Bifang",8590417
Ursellen,8588255
"Rothenthurm, Erste Altmatt",8588236
"Magadino-Vira, Piazzale Stazione",8511425
"Uetikon am See, Rundi",8588049
"Basel, Jakobsberg",8588063
"Uetikon am See, Bergheim",8588044
"Susten, Kaplaneimatte",8588286
"Uetikon am See, Gemeindehaus",8588046
"Volketswil, Hofwisen",8588096
"Wilen bei Wil, Gemeindezentrum",8588106
"Spiez, Spiezmoos",8588105
Zürich Stadelhofen,8503003
"Hünenberg, Moos",8502794
"Prangins, Les Clos",8502812
"Maschwanden, Dorf",8502882
"Frauenfeld, Wellauer",8573302
Hochegg (Malbun),8500473
Gruobenalp (Talst. Parsennf.),8500282
Sureggio,8578994
"Orselina, Caselle",8578992
Ligaino,8579012
"Canobbio, Cioss",8578995
"Oberschan, Schwimmbad",8574337
"Schellenberg, Tannwald",8574376
"Reitnau, Unterdorf",8502887
"Olten, Maienstrasse",8590426
"Luzern, Rothenhalde",8590366
"Emmenbrücke, Waldstrasse",8590390
"Ramsen, Brücke",8595590
"Lenk, Port",8595623
"Oberlangenegg, Stalden",8595626
"Regensdorf, Strassenverkehrs.",8590759
"Oberengstringen, Paradies",8590727
"Hombrechtikon, Niderfeld",8590445
"Nänikon, Heuwinkelstrasse",8590721
"Hilterfingen, Weingartenstr.",8590400
"Rubigen, Hauptstrasse",8590402
"Dulliken, Bahnhof",8590406
"Oberhofen a. T., Tannackerstr.",8590401
"Courtepin, gare",8587227
"Lugano, Piazza Luini",8579022
"Choëx, Les Condémines",8579039
"Brig, Friedhof",8578827
"Wil SG, Bahnhof Süd",8578826
"Schmidrüti, Dorf",8573646
"Schmidrüti, Buchenenstock",8573647
"Winterthur, Spital",8573691
"Turbenthal, Abzw. Auli",8573640
"Camperio, Pianezza",8578839
"Monthey-Ville, gare",8579033
"Les Genevez JU, Cernil-Bousset",8500887
"Unterägeri, Spinnerei",8502853
"Merenschwand, Zentrum",8502890
"Olten, Stadthalle",8590433
"Niederwangen, Moos",8590403
"Starrkirch, Rütli",8590434
"Olten, Meisenhardweg",8590428
"St. Moritz Bad, Giand'Alva",8590452
"Egerkingen, Gäu Park",8588076
"Olten, Schützenmatt",8590432
"Spreitenbach, Spreiti West",8590396
"St. Moritz Bad, Kath. Kirche",8590453
"Canobbio, Corba",8579005
"Rüschlikon, Eggrain",8590775
"Lutry, Marionnettes",8592157
"Renens VD, Bourg-Dessus",8592206
Villa Luganese,8579010
"Troistorrents, St-André",8579055
"Troistorrents, rte des Neyres",8579050
"Münsingen, Bärenmatte",8579068
Weissfluhjoch (Totalp),8531011
Münsterlingen Spital,8506143
Bütschwil,8506203
"Oetwil an der Limmat, Oberdorf",8590738
"Hombrechtikon, Wisental",8590446
"Rümlang, Letten",8590765
"Oberhasli, Spielplatz",8590733
"Pfaffhausen, Feldhof",8590751
"Schaffhausen, Feldstrasse",8592532
"Schaffhausen, Grünau",8592547
"Gams, Gamschol",8574305
"Oberhasli, Dorf",8590729
"Neuenegg, Striten",8588081
"Neuenegg, Tennis",8588083
"Hochdorf, Rigiring",8588077
"Thörishaus, Camping",8588080
"Davos Dorf, Duchli",8588893
"Gachnang, Oberwilerstrasse",8578818
"Leontica, Combrescherio",8578859
"Naters, Massegga",8578894
Fiescheralp (Bergstation 1),8531226
"Schwarzenburg, Thunstrasse",8571691
"Furkapass, Furkablick",8505759
"Chamby, Brison",8570576
"La Neuveville, poste",8571896
"La Neuveville, Les Moulins",8571897
"Guggisberg, Gehlismatt",8571687
"Mendrisio, Banchette",8578870
"Rüti ZH, Waldau",8594538
"Bilten, Grabenstrasse",8506537
"Prangins, Les Abériaux",8595589
"Gretschins, Magletsch",8595645
"Lugano, Stadio",8591616
"Lenzburg, Fünflinden",8595641
"Nürensdorf, Zentrum Süd",8595707
"Bulle, Verdel",8500238
"Waldkirch, Ronwil",8506499
Pian Geirett,8588140
"St-Sulpice VD, Chantres",8588155
"Basel, Kinderspital",8588485
"Grône, écoles",8588516
"Wigoltingen, Dorf",8506979
Nidelbad Süd (Abzw),8503248
Neustadttunnel Ost (Vzw),8509012
"Corzoneso, Sasso Rorina",8578854
"Lohn GR, spv. Lohn",8574818
"Morissen, Padrus",8575023
"Dardin, Patnasa",8575062
"Schleinikon, Dachsleren",8575017
"Zürich, Friesenbergstrasse",8591151
"St-Sulpice VD, Russel",8592226
Treib,8508469
"Chêne-Pâquier, La Cure",8570392
"Bellinzona, Business Center",8582997
"Buchrain, Ronstrasse",8589657
"Porto Ronco, Crodolo Verbano",8505451
"Frauenfeld, Scheidweg",8573284
"St-Prex, Epondaz",8595646
"Biel/Bienne, Dahlienweg/Chemin des Dahlias",8595689
"Opfikon, Austrasse",8590741
"Opfikon, Bubenholz",8590743
"Oberrieden, Wattenbühlweg",8590736
"Rüschlikon, Bahnhof",8590771
"Oberengstringen, Zentrum",8590728
"Rüschlikon, Park im Grüene",8590780
"Comprovasco, Piazza",8578860
"Brissago, Municipio",8578919
"Brig, Termerweg",8578889
"Brig, Bachji",8578884
"Riva S. Vitale, Piazza",8578876
"Palézieux, zone ind. En Grivaz",8578927
"Locarno, Stazione",8578881
"Ausserbinn, Hubel",8578898
"Schwerzenbach ZH, Dorf",8590806
"Rüschlikon, Weidstrasse",8590784
"Moudon, L'Ochette",8570338
"Biberist, Bromegg",8588332
"Gerlafingen, Fluryhof",8588334
"Thalwil, Alterszentrum",8590812
"Rüschlikon, Langhaldenstrasse",8590776
"Opfikon, Neuwiesen",8590748
"Thalwil, Mettli",8590819
"Thalwil, Böni",8590815
"Rüschlikon, Rebsteig",8590781
"Schlieren, Gasometerbrücke",8590791
"Schlieren, Nassacker",8590796
"Himmelried, Kastel",8582810
"Luzern, Steghof",8589837
"Fribourg, Bethléem",8588860
Siebnen-Wangen,8503221
"Grandval, Chapeau Noir",8578911
"Chamblon, La Meunière",8595656
"Rheinfelden, Lichsweg",8595658
"Altbüron, Linden",8595695
"Satigny, Peney-Dessus",8595672
"Thalwil, Gewerbestrasse",8590817
"Schlieren, Goldschlägistrasse",8590798
"Regensdorf, Moosächer",8590755
"Villars-sur-Glâne, gare",8588341
"Effretikon, Weiherstrasse",8595706
"Schlieren, Reitmen",8590797
"Ottikon (Gossau), Kreisel",8503182
"Aesch ZH, Gemeindehaus",8502876
"Muralto, Croce Bianca",8578938
"Bellelay, école",8500751
"Holderbank SO, Dorfplatz",8500762
"Wermatswil, Post",8503873
"Zürich, Zweiackerstrasse",8591445
"Esslingen, Oberesslingen",8503174
"Männedorf, Auf Dorf",8503187
"Fribourg, Musy 24",8589151
"Fribourg, Midi",8589153
"Fribourg, Chaley",8589141
"Basel, Rosengartenweg",8589355
"Basel, Rütimeyerplatz",8589356
"St. Gallen, Guggeien",8589580
"Schlieren, Kesslerplatz",8590794
"Schlieren, Talacker-Windegg",8590802
"Urdorf, Rainweg",8590845
"Bennwil, Obere Matten",8589384
"Luzern, Bodenhofterrasse",8589769
"Schlieren, Industrie Gaswerk",8590793
Oberwald DFB,8510932
Lausanne-Triage B,8515339
Lausanne-Triage C,8515340
Schwänzelegg (Danusa),8530973
"Thalwil, Aubrigstrasse",8590814
"Regensdorf, Altersheim",8590754
"Schlieren, Brunngasse",8590788
"Luzern, Obergütsch",8589816
"Luzern, Lützelmattstrasse",8589809
"Luzern, Gütsch",8589793
"Erlenbach ZH, Im Bindschädler",8587967
"St. Gallen, Haggen",8589582
"Thalwil, Oeggisbüelplatz",8590820
"Dübendorf, Wasserfurren",8590592
Randolins (Suvretta),8530965
"Rueun, Las Dretgs",8580605
"Triesen, Messina",8580602
"Brünig-Hasliberg, Waldegg",8580371
"Spiez, Längmaad",8588103
"St. Gallen, Stocken",8589632
"St. Gallen, Schönenwegen",8589622
Basel Klybeck,8510699
"Aranno, Maestà",8575392
"Milken, Dorf",8571676
"Milken, Hofland",8571674
"Hohtenn, Dorf",8501973
"Pfäffikon SZ, Seedamm-Center",8503859
"Yverdon-les-Bains, 24 Janvier",8570239
"St. Gallen, Nussbaumstrasse",8589602
"St. Gallen, Post St. Georgen",8589608
"Urdorf, Kantiallee",8590840
"Buchs AG, Brummelstrasse",8590209
"Buchs AG, Fabrikweg",8590210
"Ebmatingen, Looren",8590597
"Ebmatingen, Leeacherstrasse",8590596
"Thalwil, Pilgerweg",8590822
"Glattbrugg, Frohbühlstrasse",8590621
"Luzern, Werkhofstrasse",8589847
"St. Gallen, Mühlegg",8589601
"Subingen, Kirche",8589957
"Bottmingen, Talholzstrasse",8589975
"Bern, Brückfeld",8590030
"Bern, Bärenpark",8590034
"Bern, Rathaus",8590032
"Goldau, Bernerhöhe",8589873
Horgen,8503204
"Ronco sopra Ascona,Via Barcone",8578934
"Neuenhof, Eich",8590244
"Buchs AG, Heuweg",8590212
Uttwil (See),8530835
"Buchs AG, Industrie",8590213
Nieder- und Oberurnen,8503226
"Hätzingen, Rössliplatz",8503245
"Geroldswil, Zentrum",8590618
"Thalwil, Rudishaldenstrasse",8590826
"Wangen a.d. Aare, Unterführung",8589946
"Lenzburg, General Herzog-Str.",8590242
"Lax, Abzw. Ernen",8579347
"Münsingen, Höheacker",8578935
"Balzers, Roxy",8574401
"Urdorf Weihermatt, Bahnhof",8590834
"Geroldswil, Schweizäcker",8590616
"Fällanden, Zil",8590612
"Chambésy, gare",8503247
Linthal,8503239
"Ecublens VD, EPFL (bus)",8579233
"Blonay, Portaz",8579210
"Obbürgen, Abzw. Trogen",8579244
"Clarens, Pertuiset",8579201
Beatushöhlen,8507186
"Mathod, Bras d'Or",8507686
Lachen SZ,8503220
"Bellevue GE, Roselière",8503243
Leuggelbach,8503235
Grotzenbüel (Hüttenberg),8503268
"Schönholzerswilen,Ritzisbuhwil",8506574
"Rheinfelden, Rosengässchen",8595659
"Wiler, Bahnhof",8595644
"Belmont-sur-Lausanne, Cita",8593800
Spielboden,8501696
"Olten, Höhenstrasse West",8502603
"Schachen LU, Industrie",8507341
"Lausanne, avenue du Léman",8591981
Motto Bartola,8573145
"Sion, Piscine de la Blancherie",8506238
"St. Stephan, Bleiki",8506504
"Saanen, Bellerivestrasse",8579270
"Glattbrugg, Halden",8590623
"Trubschachen, Unterdorf",8576669
"Villars-sur-Glâne, église",8589170
Uetikon,8503105
Erlenbach ZH,8503102
"Urdorf, Niederurdorf",8590843
"Thalwil, Trotte",8590829
"Fällanden, Eggler",8590605
"Horgen, Waldhof",8590662
"Forch, Bahnhof",8590613
"Fällanden, Neuhus",8590609
"S. Vittore, Posta",8505954
"Mühleberg, Säge",8571457
"Niederteufen, Sternen b. T.",8574215
"Triesenberg, Guferwald",8574424
Landquart GB,8507523
"Burgdorf, Heimiswilstrasse",8576462
"Tuggen, Mühlenen",8579801
Grivalea,8531293
"Basel, Lothringerplatz (Vzw)",8519572
"Renan, village",8506534
"Weinfelden, Giessen",8506569
Aathal,8503124
"Horgen, Meilibach",8590654
"Herrliberg, Busenhardstrasse",8590641
"Hägendorf, Bodenmatt",8500381
"Brugg AG, Aare AG",8500575
"Mettau, Linde",8500556
"Bözberg, Egenwil",8500579
"Aarau, Holzmarkt",8578643
"Schwendi i. W., Tschudi",8574827
"Disentis/Mustér, Funsd./Clava.",8575107
"Wil ZH, Breitenmatt",8575121
"Disentis/Mustér, Vitg Dorfzen",8575105
"Bad Ragaz, Bahnhof",8575114
"Pianezzo, Sabbione",8575134
"Achseten, Tregel",8576309
"Fällanden, Schützenhaus",8590610
"Zürich, ETH Hönggerberg",8591122
"Ascona, Case Saleggi",8591516
"Ascona, Parco dei Poeti",8591527
"Pedrinate, Chiesa",8591498
"Sementina, Ponte sul Ticino",8575162
"Unterseen, Schulhaus Steindler",8579288
"Gstaad, Eggli",8579277
"Belmont-sur-Lausanne, centre",8579257
"Bütschel, Abzw.",8571425
"Allenlüften, Dorf",8571448
Lammi,8571583
"Boll-Utzigen, Bahnhof",8571733
"Arni BE, Walke",8571750
Pollegio binario di sorpasso,8518307
"Oberurnen, im Grütli",8579534
"Schocherswil, alte Post",8587210
"Thun, Lerchenfeldstrasse",8591916
"Sitterdorf, alte Post",8587214
"Glattpark, Lindbergh-Allee",8590634
Moosfluh,8530241
"Montblesson, Centenaire",8579247
"Unterseen, Stadtfeld",8579281
"Gudo, Malcantone",8575165
"Belmont-sur-Lausanne, Blessoney",8579258
"Lutry, Landar",8579259
"Walzenhausen, Leuchen",8574105
"Fällanden, Wigarten",8590611
"Ardon, centre",8501328
"Zürich, Triemlispital",8591401
"Winterthur, Auwiesen",8576177
"Zollikon, Bahnübergang",8576201
"Horgen, Risi/Dow",8590657
"Glattbrugg, Post",8590629
Chur [Gleis 10-14],8519331
"Brusata (Novazzano), Al Gaggio",8575595
"Scaiano, Paese",8575572
Basel St. Jakob Nord (Abzw),8510686
"Aeschi b. Spiez, Längenboden",8576360
"Lumbrein, Mulina",8574988
"Pregassona, Boschina",8591642
"Les Bois, gare",8591842
Deggio,8575706
"Versoix, Canal de Versoix",8595663
"Attalens, Fin du Clos",8595678
"Oberkirch LU, Schule",8595662
"Versoix, Collège du Léman",8595665
"Rüschegg Heubach, Post",8507783
"Frutigen, Gantengraben",8507859
"Corban, Sous-Vassa",8581811
"Le Brassus, Bas-du-Chenit",8595463
"Lausanne, Grande-Borde",8592053
"Lausanne, Mousquines",8592083
"Schaffhausen, Schweizersbild",8592575
"Rorschacherberg, Bleichi",8574286
"Biel/Bienne, Alpenstrasse/Rue des Alpes",8593316
"Schwyz, Weidhuobli",8592420
Metsch,8530276
"Pratteln, Rütscheten",8595703
"Rüfenach AG, Vorderrein",8572487
"Malvaglia, Orino",8578828
"Biel/Bienne, Dunant-Strasse/Rue Dunant",8593324
"Rümligen, Schwanen",8593312
"Biel/Bienne, Grausteinweg/Chemin Pierre-Grise",8593334
"Biel/Bienne, Goldgrube/Mine-d'Or",8593332
"Riedt b. Neerach, Riedacher",8503860
"Gebenstorf, Waldheim",8503886
"Gumefens, lac",8504908
"Biel/Bienne, Beaulieuweg/Chemin de Beaulieu",8593318
"Fällanden, Jugendherberge",8590608
"Glattbrugg, Unterriet",8573244
"Geroldswil, Dorfstrasse",8590614
Buttenried,8571458
"Pully, Trois-Chasseurs",8579248
"Saanen, Bahnhof",8579261
"Tersnaus, spv.",8575034
"L'Orient, Paul Golay",8595467
"Pratteln, Chästeli",8595702
"Mattwil, Schule",8506613
Schaffhausen,8503424
"Lavin, Plazza Gronda",8503438
"Greifensee, Städtli",8590638
"Glattbrugg, Lättenwiesen",8590625
"Biel/Bienne, Schüssinsel/Ile-de-la-Suze",8593357
"Biel/Bienne, Mösliacker/Petit-Marais",8593356
"Putz, Dorf",8509862
"Itschnach, Rebweg",8590668
"Winterthur, Scheidegg",8590991
"Kilchberg ZH, Alterszentrum",8590670
"Herrliberg, Wetzwil",8590646
"Schwarzenbach SG, Kapelle",8579275
"Sissach, Pfarrgässli",8578260
"Bözberg, Haldensteinstrasse",8500551
"Kilchberg ZH, Schooren",8590687
"Kilchberg ZH, Mythenstrasse",8590682
"Kilchberg ZH, Auf Brunnen",8590671
"Kilchberg ZH, Hornhaldenstr.",8590677
"Kilchberg ZH, Weinbergstrasse",8590692
"Olten, Postplatz",8500598
"Küttigen, Abzw. Giebel",8500592
"Riniken, Gemeindehaus",8500563
"Kilchberg ZH, Lindt & Sprüngli",8590681
"Biel/Bienne, Tschärisplatz/Place de la Charrière",8593380
